oltra_id,oltra_hotelid,oltra_hotel_name,oltra_city,oltra_country,agoda_hotel_id,agoda_search_phrase,agoda_hotel_name,agoda_city,agoda_country,agoda_photo1,agoda_photo2,agoda_photo3,agoda_photo4,agoda_photo5,toolkit_html_or_image_url,notes
1001,,Khwai River Lodge,Okawango Delta,Botswana,,,,,,,,,,,,
1002,,Mombo Camp,,Botswana,,,,,,,,,,,,
1003,,Sanctuary Chief's Camp,,Botswana,,,,,,,,,,,,
1004,,Four Seasons Hotel Cairo at Nile Plaza,Cairo,Egypt,59295,"Four Seasons Hotel Cairo at Nile Plaza, Cairo, Egypt",Four Seasons Hotel Cairo at Nile Plaza,Cairo,Egypt,http://pix1.agoda.net/hotelimages/59295/-1/ce10a319976fa95fbe5bea516b1ca492.jpg?s=312x&ca=0&ce=1,http://pix3.agoda.net/hotelimages/592/59295/59295_17081510160055391602.jpg?s=312x&ca=6&ce=1,http://pix1.agoda.net/hotelimages/59295/-1/beb3788c0ba5a50e73cd6fe89bab828e.jpg?s=312x&ca=0&ce=1,http://pix1.agoda.net/hotelimages/59295/-1/e41dd951d5d888ec9232cc87a8a07f8c.jpg?s=312x&ca=0&ce=1,http://pix1.agoda.net/hotelimages/59295/-1/47f24a16063565937d7bc0cd4e887ee1.jpg?s=312x&ca=0&ce=1,,
1005,,Four Seasons Hotel Cairo at The First Residence,Cairo,Egypt,59294,"Four Seasons Hotel Cairo at The First Residence, Giza, Egypt",Four Seasons Hotel Cairo at The First Residence,Giza,Egypt,http://pix8.agoda.net/hotelImages/59294/8701176/d76efdaaebdbe489cfc8d4ab42f5a50a.jpeg?s=800x600,http://pix1.agoda.net/hotelimages/592/59294/59294_13070314590013805027.jpg?s=312x&ca=13&ce=1,,,,,
1006,,&Beyond Bateleur Camp,,Kenya,,,,,,,,,,,,
1007,,&Beyond Kichwa Tembo Kenya,,Kenya,,,,,,,,,,,,
1008,,Angama Amboseli,,Kenya,,,,,,,,,,,,
1009,,Angama Mara,,Kenya,,,,,,,,,,,,
1010,,Il Moran,,Kenya,,,,,,,,,,,,
1011,,Olarro Lodge,Inakara Road,Kenya,482846,"Olarro Lodge, Narok, Kenya",Olarro Lodge,Narok,Kenya,http://pix5.agoda.net/hotelimages/482/482846/482846_13091612370015416100.jpg?s=312x&ca=0&ce=1,http://pix5.agoda.net/hotelimages/482/482846/482846_13091612370015416101.jpg?s=312x&ca=0&ce=1,http://pix2.agoda.net/hotelimages/482/482846/482846_13091612370015416102.jpg?s=312x&ca=0&ce=1,http://pix3.agoda.net/hotelimages/482/482846/482846_13091612370015416103.jpg?s=312x&ca=0&ce=1,http://pix5.agoda.net/hotelimages/482/482846/482846_13091612370015416104.jpg?s=312x&ca=0&ce=1,,
1012,,JW Marriott,Le Morne Peninsula,Mauritius,,,,,,,,,,,,
1013,,One&Only Le Saint Geran,Poste De Flacq,Mauritius,222940,"One&Only Le Saint Geran Hotel, Mauritius Island, Mauritius",One&Only Le Saint Geran Hotel,Mauritius Island,Mauritius,http://pix4.agoda.net/hotelimages/222940/-1/bdcc46d6e0dae7c69075290ac4815ee7.jpg?s=312x&ca=0&ce=1,http://pix3.agoda.net/hotelimages/222/222940/222940_18050518320065242471.jpg?s=312x&ca=0&ce=1,http://pix1.agoda.net/hotelimages/222940/-1/c2afa9c7e87b7e3a743432f8d2007dae.jpg?s=312x&ca=0&ce=1,http://pix3.agoda.net/hotelimages/222940/-1/7e362a7b3dc25358c4875d66fb17d36b.jpg?s=312x&ca=0&ce=1,http://pix5.agoda.net/hotelimages/222940/-1/60ebd8d0dfcb0ceaf6e8456f8a735b55.jpg?s=312x&ca=0&ce=1,,
1014,,Royal Palm,Grand Baie,Mauritius,,,,,,,,,,,,
1015,,The Residence,Belle Mare,Mauritius,,,,,,,,,,,,
1016,,Amanjena,Marrakech,Morocco,12364142,"Amanjena, Marrakech, Morocco",Amanjena,Marrakech,Morocco,http://pix1.agoda.net/hotelimages/11094966/0/fb56c04d96ba173d808c3bad3aa95a2e.jpg?s=312x&ca=9&ce=1,http://pix5.agoda.net/hotelimages/11094966/0/a1d999d93dc5076b7a0e831b0a6509a3.jpg?s=312x&ca=9&ce=1,http://pix3.agoda.net/hotelimages/11094966/0/e645e4d3dda4e26883c78fcb1bda8218.jpg?s=312x&ca=9&ce=1,http://pix2.agoda.net/hotelimages/11094966/0/3f4cab0efae09f42ff6edd839635a89e.jpg?s=312x&ca=9&ce=1,http://pix5.agoda.net/hotelimages/11094966/0/bc3f47c9aca647da58b59f62fca89ced.jpg?s=312x&ca=9&ce=1,,
1017,,El Fenn,Marrakech,Morocco,9480661,"El Fenn, Marrakech, Morocco",El Fenn,Marrakech,Morocco,http://pix3.agoda.net/hotelimages/6772943/0/9270d0d097b027dca9d97b5c798fb851.jpeg?s=312x&ce=3,http://pix3.agoda.net/hotelimages/6772943/0/326cc7341c60af45a6df50346f483e24.jpeg?s=312x&ce=3,http://pix5.agoda.net/hotelimages/6772943/0/6cdd9a30f3b2618bacb77a32404dfa8e.jpeg?s=312x&ce=3,http://pix4.agoda.net/hotelimages/6772943/0/8157c1c8fdf6178032d9f609d271ec19.jpeg?s=312x&ce=3,http://pix1.agoda.net/hotelimages/6772943/0/e93fd02d7cd3eb56dece6e5c48a65feb.jpeg?s=312x&ce=3,,
1018,,Fairmont Royal Palm Marrakech,Marrakech,Morocco,532071,"Fairmont Royal Palm Marrakech, Marrakech, Morocco",Fairmont Royal Palm Marrakech,Marrakech,Morocco,http://pix3.agoda.net/hotelimages/532/532071/532071_15081118220034067957.jpg?s=312x&ca=5&ce=1,http://pix5.agoda.net/hotelimages/21725461/295064368/9ee618e71afbfcd92137a4a093279711.jpg?s=312x&ca=16&ce=1,http://pix5.agoda.net/hotelimages/532/532071/532071_15081118220034067958.jpg?s=312x&ca=5&ce=1,http://pix3.agoda.net/hotelimages/532/532071/532071_15081118220034067964.jpg?s=312x&ca=5&ce=1,http://pix5.agoda.net/hotelimages/532/532071/532071_15081118220034067965.jpg?s=312x&ca=5&ce=1,,
1019,,Four Seasons Resort Marrakech,Marrakech,Morocco,352745,"Four Seasons Resort Marrakech, Marrakech, Morocco",Four Seasons Resort Marrakech,Marrakech,Morocco,http://pix4.agoda.net/hotelimages/352/352745/352745_16052521090042725723.jpg?s=312x&ca=6&ce=1,http://pix5.agoda.net/hotelimages/352/352745/352745_16052522250042726878.jpg?s=312x&ca=13&ce=1,http://pix4.agoda.net/hotelimages/352/352745/352745_16052521090042725725.jpg?s=312x&ca=6&ce=1,http://pix3.agoda.net/hotelimages/352/352745/352745_16052521210042725804.jpg?s=312x&ca=6&ce=1,http://pix5.agoda.net/hotelimages/352/352745/352745_16052521210042725808.jpg?s=312x&ca=6&ce=1,,
1020,,Kasbah Tamadot,Asni,Morocco,55818868,"Kasbah Tamadot, Asni, Morocco",Kasbah Tamadot,Asni,Morocco,,,,,,,
1021,,La Mamounia,Marrakech,Morocco,12364134,"La Mamounia, Marrakech, Morocco",La Mamounia,Marrakech,Morocco,http://pix4.agoda.net/hotelimages/5081580/0/8d163d4db31d8c4750f8bcd071b1df0e.jpeg?s=312x&ce=3,http://pix2.agoda.net/hotelimages/5081580/126735241/04f597139edc89589566527e98e85a3f.jpg?s=312x&ca=23&ce=0,http://pix1.agoda.net/hotelimages/5081580/0/1d2776d7b8cf3c563f63f7152f54d0c7.jpeg?s=312x&ce=3,http://pix2.agoda.net/hotelimages/5081580/0/92a99ebb884a576ff1dbc6c35284d14a.jpeg?s=312x&ce=3,http://pix1.agoda.net/hotelimages/5081580/0/3ab52b27895777b0b91f5e2bdb2cb151.jpeg?s=312x&ce=3,,
1022,,Mandarin Oriental Marrakech,Marrakech,Morocco,3849624,"Mandarin Oriental, Marrakech, Marrakech, Morocco","Mandarin Oriental, Marrakech",Marrakech,Morocco,http://pix3.agoda.net/hotelimages/3849624/-1/2cd4eb2fdf3441d2138d80393438e7dd.jpg?s=312x&ca=20&ce=0,http://pix5.agoda.net/hotelimages/6798078/1153974212/df428cd7b381e56e0649b116fe1f92fe.jpeg?s=312x&ce=3,http://pix2.agoda.net/hotelimages/3849624/-1/0f012956d229aabdc60b68d72fd5854c.jpg?s=312x&ca=20&ce=0,http://pix3.agoda.net/hotelimages/3849624/-1/6ba5106014a5c8acf968653f5961fa6c.jpg?s=312x&ca=20&ce=0,http://pix1.agoda.net/hotelimages/6798078/0/f462fb3f692331307ce9dc914d243b1a.jpeg?s=312x&ce=3,,
1023,,Nobu Marrakech,Marrakech,Morocco,,,,,,,,,,,,
1024,,Palais Ronsard,Marrakech,Morocco,49650818,"Palais Ronsard, Marrakech, Morocco",Palais Ronsard,Marrakech,Morocco,,,,,,,
1025,,Ritz-Carlton Tamuda Bay,Tamuda Bay,Morocco,,,,,,,,,,,,
1026,,Royal Mansour,Marrakech,Morocco,9480706,"Royal Mansour Marrakech, Marrakech, Morocco",Royal Mansour Marrakech,Marrakech,Morocco,http://pix5.agoda.net/hotelimages/5665861/0/2a55162bbefb0ac7bf8573748e7c9ffd.jpeg?s=312x&ce=3,http://pix1.agoda.net/hotelimages/5665861/0/364a592195e327ca5fbaefe5c934db64.jpeg?s=312x&ce=3,http://pix4.agoda.net/hotelimages/5665861/0/0a99e42522bcbb5ec0a56d91bde6f64f.jpeg?s=312x&ce=3,http://pix5.agoda.net/hotelimages/5665861/0/233ae9adb7294c608adc261a7686383f.jpeg?s=312x&ce=3,http://pix3.agoda.net/hotelimages/5665861/0/92c3671657c0b9a3077f8de9be415127.jpeg?s=312x&ce=3,,
1027,,The Oberoi Marrakech,Marrakech,Morocco,12364180,"The Oberoi, Marrakech, Marrakech, Morocco","The Oberoi, Marrakech",Marrakech,Morocco,http://pix4.agoda.net/hotelimages/12364180/0/6ec7ccbc4f0a71e56c3bbf1df6307c3b.jpg?s=312x&ce=3,http://pix5.agoda.net/hotelimages/12364180/1351690013/54f2d530f14118fd9e2019086222c7d8.jpg?s=312x&ce=3,http://pix3.agoda.net/hotelimages/12364180/0/3003d1c179950b2d6f363886b2b9b655.jpg?s=312x&ce=3,http://pix2.agoda.net/hotelimages/12364180/0/769828f8cd23d424343daf474aaa892a.jpg?s=312x&ce=3,http://pix1.agoda.net/hotelimages/12364180/0/924eca1a0c62e575c6b91644d6d623ee.jpg?s=312x&ce=3,,
1028,,Kisawa Mozambique,,Mozambique,,,,,,,,,,,,
1029,,Omaanda,Kapps Farm,Namibia,5500052,"Zannier Hotels Omaanda, Windhoek, Namibia",Zannier Hotels Omaanda,Windhoek,Namibia,http://pix4.agoda.net/hotelimages/550/5500052/5500052_18081621200067502394.jpg?s=312x&ca=0&ce=1,http://pix1.agoda.net/hotelimages/550/5500052/5500052_18081619400067500400.jpg?s=312x&ca=13&ce=1,http://pix1.agoda.net/hotelimages/550/5500052/5500052_18081621200067502391.jpg?s=312x&ca=0&ce=1,http://pix3.agoda.net/hotelimages/550/5500052/5500052_18081621200067502392.jpg?s=312x&ca=0&ce=1,http://pix2.agoda.net/hotelimages/550/5500052/5500052_18081621200067502393.jpg?s=312x&ca=0&ce=1,,
1030,,Sonop,Sonop Farm,Namibia,,,,,,,,,,,,
1031,,Sossusvlei Dessert Lodge,,Namibia,867037,"Sossusvlei Lodge, Sesriem, Namibia",Sossusvlei Lodge,Sesriem,Namibia,http://pix1.agoda.net/hotelimages/867037/-1/c188ca7e39c5b8ae83f00f2beb592420.jpg?s=312x&ca=9&ce=1,http://pix3.agoda.net/hotelimages/867/867037/867037_19101516580082084614.jpg?s=312x&ca=9&ce=1,http://pix1.agoda.net/hotelimages/867/867037/867037_15072110270032662777.jpg?s=312x&ca=4&ce=1,http://pix1.agoda.net/hotelimages/867/867037/867037_15072110270032662780.jpg?s=312x&ca=4&ce=1,http://pix5.agoda.net/hotelimages/867/867037/867037_15072110270032662781.jpg?s=312x&ca=4&ce=1,,
1032,,Bisate Lodge Rwanda,,Rwanda,,,,,,,,,,,,
1033,,One&Only Gorilla's Nest,Kinigi,Rwanda,9810378,"One&Only Gorilla's Nest, Kinigi, Rwanda",One&Only Gorilla's Nest,Kinigi,Rwanda,http://q-xx.bstatic.com/xdata/images/hotel/840x460/548611764.jpg?k=5ec43ee7fbc891aee8492a79ee11097424995b76b6770b19e054e72047318091&o=,,,,,,
1034,,One&Only Nyungwe House,Gisakura,Rwanda,23069432,"One and Only Nyungwe House, Cyangugu, Rwanda",One and Only Nyungwe House,Cyangugu,Rwanda,http://pix1.agoda.net/hotelimages/32331939/0/294ded3b8828016864665e3afe6a3034.jpg?s=312x&ce=0,http://pix1.agoda.net/hotelimages/32331939/0/f1874ecaec1dba66c23595b11673f732.jpg?s=312x&ce=0,http://pix3.agoda.net/hotelimages/32331939/0/d7ef8782c16f6580e980fd9a6acddff3.jpg?s=312x&ce=0,http://pix2.agoda.net/hotelimages/32331939/0/964cb5d98f9dbd4526abb175817d0370.jpg?s=312x&ce=0,http://pix5.agoda.net/hotelimages/32331939/0/75749eddc8979ec62d744a215d753703.jpg?s=312x&ce=0,,
1035,,Singita Kwitonda Lodge,,Rwanda,,,,,,,,,,,,
1036,,Anantara Maia,Mahé,Seychelles,199059,"Anantara Maia Seychelles Villas, Seychelles Islands, Seychelles",Anantara Maia Seychelles Villas,Seychelles Islands,Seychelles,http://pix4.agoda.net/hotelimages/23096308/0/da6f363d6a865448efd7f439baac44b0.jpg?s=312x&ce=0,http://pix3.agoda.net/hotelimages/199059/-1/e30a40e603a5ec9bf609fd3a09cc650f.jpg?s=312x&ca=13&ce=1,http://pix4.agoda.net/hotelimages/199/199059/199059_15060510530028620553.jpg?s=312x&ca=4&ce=1,http://pix1.agoda.net/hotelimages/199/199059/199059_15060510530028620558.jpg?s=312x&ca=4&ce=1,http://pix3.agoda.net/hotelimages/199/199059/199059_15060510530028620564.jpg?s=312x&ca=4&ce=1,,
1037,,Constance Lemuria,,Seychelles,3534615,"Constance Lemuria, Seychelles Islands, Seychelles",Constance Lemuria,Seychelles Islands,Seychelles,http://q-xx.bstatic.com/xdata/images/hotel/840x460/495013411.jpg?k=d2143f7b714993f7779b705cb6ac2d956d0d2fc7d898f4e48385adb6098fca1c&o=,,,,,,
1038,,Four Seasons at Desroches Island,,Seychelles,5547511,"Four Seasons Resort Seychelles at Desroches Island, Seychelles Islands, Seychelles",Four Seasons Resort Seychelles at Desroches Island,Seychelles Islands,Seychelles,http://pix1.agoda.net/hotelimages/5547511/-1/9af7f8956d24caa9248ba051a295e787.jpg?s=312x&ca=7&ce=1,http://pix3.agoda.net/hotelimages/5547511/-1/b94a1702cd3db53c30ab106464edaa46.jpg?s=312x&ca=7&ce=1,http://pix1.agoda.net/hotelimages/5547511/-1/5686077eedd575bf815840dc14b1cadc.jpg?s=312x&ca=7&ce=1,http://pix2.agoda.net/hotelimages/5547511/-1/577b025466c7c836d6d1112b4975ca0c.jpg?s=312x&ca=7&ce=1,http://pix3.agoda.net/hotelimages/5547511/-1/ac47a2e361ef40dc4013cfe733974d27.jpg?s=312x&ca=7&ce=1,,
1039,,Four Seasons Resort Seychelles,Petit Anse bay,Seychelles,182766,"Four Seasons Resort Seychelles, Seychelles Islands, Seychelles",Four Seasons Resort Seychelles,Seychelles Islands,Seychelles,http://pix5.agoda.net/hotelimages/182/182766/182766_16122021380049828711.jpg?s=312x&ca=6&ce=1,http://pix1.agoda.net/hotelimages/182/182766/182766_16080209500045114141.jpg?s=312x&ca=13&ce=1,http://pix3.agoda.net/hotelimages/182/182766/182766_16122021380049828713.jpg?s=312x&ca=6&ce=1,http://pix1.agoda.net/hotelimages/182/182766/182766_16122021380049828716.jpg?s=312x&ca=6&ce=1,http://pix2.agoda.net/hotelimages/182/182766/182766_16122021380049828720.jpg?s=312x&ca=6&ce=1,,
1040,,Mango House Seychelles,Anse Aux Poules Bleues,Seychelles,22993239,"Mango House, Seychelles, LXR Hotels and Resorts, Seychelles Islands, Seychelles","Mango House, Seychelles, LXR Hotels and Resorts",Seychelles Islands,Seychelles,http://pix4.agoda.net/hotelimages/22993239/-1/a72e94a717450cfcdd91f3ecfb5eb336.jpg?s=312x&ca=21&ce=0,http://pix2.agoda.net/hotelimages/24281961/338730807/3e97f058bb767fbf06b725d126af2496.jpg?s=312x&ca=18&ce=1,http://pix2.agoda.net/hotelimages/22993239/-1/08c14a3d82f70713027772fc017be6d5.jpg?s=312x&ca=21&ce=0,http://pix2.agoda.net/hotelimages/22993239/-1/829b1928c15eb45bf68df6a548166683.jpg?s=312x&ca=21&ce=0,http://pix4.agoda.net/hotelimages/22993239/-1/3101ffd8860d36109792a1452700b673.jpg?s=312x&ca=21&ce=0,,
1041,,North Island,,Seychelles,,,,,,,,,,,,
1042,,Six Senses Zil Pasyon,,Seychelles,1282255,"Six Senses Zil Pasyon, Seychelles Islands, Seychelles",Six Senses Zil Pasyon,Seychelles Islands,Seychelles,http://pix2.agoda.net/hotelimages/128/1282255/1282255_16082220000045696307.jpg?s=312x&ca=6&ce=1,http://pix1.agoda.net/hotelimages/128/1282255/1282255_16122919330050053619.jpg?s=312x&ca=6&ce=1,http://pix2.agoda.net/hotelimages/128/1282255/1282255_16082220000045696311.jpg?s=312x&ca=6&ce=1,http://pix5.agoda.net/hotelimages/128/1282255/1282255_16082220000045696313.jpg?s=312x&ca=6&ce=1,http://pix2.agoda.net/hotelimages/1282255/-1/7892301ef5b1b7c6850433f0ede45167.jpg?s=312x&ca=0&ce=1,,
1043,,&Beyond Tengile River Lodge,Sabi Sand Reserve,South Africa,,,,,,,,,,,,
1044,,Birkenhead House,Hermanus,South Africa,1002880,"Birkenhead House, Hermanus, South Africa",Birkenhead House,Hermanus,South Africa,http://q-xx.bstatic.com/xdata/images/hotel/840x460/802705741.jpg?k=6647405e2ad128b40e75220e10af1f46678942949abb33e25b4d6ae4bfed5a3b&o=,,,,,,
1045,,Ellerman House,Cape Town,South Africa,189420,"Ellerman House, Cape Town, South Africa",Ellerman House,Cape Town,South Africa,http://pix4.agoda.net/hotelimages/189420/-1/32611ca47656e810f95f6769c2ab3c97.jpg?s=312x&ca=6&ce=1,http://pix5.agoda.net/hotelimages/189420/-1/68b30ff964557e463633fcdf52044eed.jpg?s=312x&ca=6&ce=1,http://pix3.agoda.net/hotelimages/189420/-1/62918d0c11b100df4e57158c92385305.jpg?s=312x&ca=6&ce=1,http://pix1.agoda.net/hotelimages/189420/-1/74f64155da7d473b35e7e74c2cecc2b6.jpg?s=312x&ca=6&ce=1,http://pix3.agoda.net/hotelimages/189420/-1/dd072b7071b216681276acc69be9f6a3.jpg?s=312x&ca=6&ce=1,,
1046,,Kruger Shalati,Skukuza Rest Camp,South Africa,,,,,,,,,,,,
1047,,Lion Sands Tinga Lodge,Sabi Sand Reserve,South Africa,845134,"Lion Sands - Tinga Lodge, Kruger National Park, South Africa",Lion Sands - Tinga Lodge,Kruger National Park,South Africa,,,,,,,
1048,,Loapi Tented Camp,Tswalu Kalahari Reserve,South Africa,,,,,,,,,,,,
1049,,Londolozi Private Game Reserve,Sabi Sand Reserve,South Africa,,,,,,,,,,,,
1050,,Mateya Safari Lodge,Molatedi,South Africa,,,,,,,,,,,,
1051,,One&Only CapeTown,Cape Town,South Africa,291026,"One and Only Cape Town, Cape Town, South Africa",One and Only Cape Town,Cape Town,South Africa,http://pix4.agoda.net/hotelimages/291026/-1/82b5a944e65bcaf7a3f9808a2320e6d0.jpg?s=312x&ca=0&ce=1,http://pix3.agoda.net/hotelimages/291026/-1/f90fb5ed10be37de1bda1cc2a0694163.jpg?s=312x&ca=9&ce=1,http://pix1.agoda.net/hotelimages/291026/-1/2907760c04902ca2eedf926276ecb246.jpg?s=312x&ca=9&ce=1,http://pix4.agoda.net/hotelimages/291026/-1/e3bb30e9eed97ec6aad2b7db4264b15b.jpg?s=312x&ca=9&ce=1,http://pix5.agoda.net/hotelimages/291026/-1/30a7426472cd59ab5dd5cd49eca2716b.jpg?s=312x&ca=9&ce=1,,
1052,,Royal Malewane,Hoedspruit,South Africa,1003933,"Royal Malewane, Thornybush Game Reserve, South Africa",Royal Malewane,Thornybush Game Reserve,South Africa,http://q-xx.bstatic.com/xdata/images/hotel/840x460/492748765.jpg?k=f7844a05c9831cec6707fbf4b2460ce65618393dc0a1b87136db67cf9f8db398&o=,,,,,,
1053,,Sabi Sabi Private Game Reserve,,South Africa,,,,,,,,,,,,
1054,,Singita Ebony Lodge,Sabi Sand Reserve,South Africa,,,,,,,,,,,,
1055,,Singita Lebombo Lodge,,South Africa,,,,,,,,,,,,
1056,,The Silo,Cape Town,South Africa,12441515,"The Silo Hotel, Cape Town, South Africa",The Silo Hotel,Cape Town,South Africa,http://pix4.agoda.net/hotelimages/38049745/0/0fb57a54a1c60cf4150013dd7bc12927.jpg?s=312x&ce=0,http://pix2.agoda.net/hotelimages/38049745/0/4179f7be84188ad7ebbb5ba22cb40df2.jpg?s=312x&ce=0,http://pix5.agoda.net/hotelimages/38049745/0/8da1a416ae9b25b1958fb6d109b4cea7.jpg?s=312x&ce=0,http://pix2.agoda.net/hotelimages/38049745/0/37745967d4a664dad9f35a961b742829.jpg?s=312x&ce=0,http://pix1.agoda.net/hotelimages/38049745/0/9798c72bff77fdbd7523470c57635a9d.jpg?s=312x&ce=0,,
1057,,&Beyond Grumeti Serengeti River Lodge,,Tanzania,,,,,,,,,,,,
1058,,&Beyond Mnemba Island,Mnemba,Tanzania,,,,,,,,,,,,
1059,,&Beyond Ngorongoro Crater Lodge,Ngorongoro,Tanzania,,,,,,,,,,,,
1060,,Namiri Plains,Namiri Plains,Tanzania,,,,,,,,,,,,
1061,,Park Hyatt Zanzibar,Zanzibar,Tanzania,3539098,"Park Hyatt Zanzibar, Zanzibar, Tanzania",Park Hyatt Zanzibar,Zanzibar,Tanzania,http://q-xx.bstatic.com/xdata/images/hotel/840x460/113607087.jpg?k=d60ab06d52a11af7ee365dc5882edc69b3082221491fb32f01fcc50e2192a4a0&o=,,,,,,
1062,,Singita Faru Faru Lodge,Grumeti Game Reserve,Tanzania,,,,,,,,,,,,
1063,,Singita Sabora Tented Camp,Grumeti Game Reserve,Tanzania,,,,,,,,,,,,
1064,,Singita Sasaskwa Lodge,Grumeti Game Reserve,Tanzania,,,,,,,,,,,,
1065,,Singita Pamushana Lodge,Pamushana,Zimbabwe,,,,,,,,,,,,
1066,,Amankora,Paro,Bhutan,,,,,,,,,,,,
1067,,COMO Uma Paro,Paro,Bhutan,51032446,"COMO Uma Paro, Paro, Bhutan",COMO Uma Paro,Paro,Bhutan,,,,,,,
1068,,COMO Uma Punakha,Punakha,Bhutan,,,,,,,,,,,,
1069,,Six Senses Punakha,,Bhutan,,,,,,,,,,,,
1070,,"La Résidence d'Angkor, A Belmond Hotel",Siem Reap,Cambodia,,,,,,,,,,,,
1071,,Phum Baitang Resort,Krong Siem Reap,Cambodia,,,,,,,,,,,,
1072,,Six Senses Krabey Island,Koh Krabey Island,Cambodia,64252367,"Six Senses Krabey Island, Sihanoukville, Cambodia",Six Senses Krabey Island,Sihanoukville,Cambodia,http://pix3.agoda.net/hotelimages/64252367/0/22fe5b04ceeae256782c90ea725ab8ec.jpg?s=312x&ce=0,http://pix2.agoda.net/hotelimages/34293796/985703806/a817d3c2249baba546c4990f58fe63ae.jpeg?s=312x&ce=0,http://pix1.agoda.net/hotelimages/34293796/0/f17b797e75b4b4531bf0deca836cf514.jpg?s=312x&ce=0,http://pix1.agoda.net/hotelimages/34293796/0/8993d6f33ef8ee615a5568027bd9dfd9.jpg?s=312x&ce=0,http://pix4.agoda.net/hotelimages/34293796/0/0c06b2618d09f831bcdf9cf7510859b7.jpg?s=312x&ce=0,,
1073,,Altira Macau,Macau,China,461705,"Altira Macau, Macau, Macau SAR, China",Altira Macau,Macau,"Macau SAR, China",http://pix1.agoda.net/hotelimages/461705/-1/f39a10b6b1c5b6fccd943418c9c28eca.jpg?s=312x&ce=0,http://pix5.agoda.net/hotelimages/461705/-1/bfc6a677599dabf20c6c837ed4855aeb.jpg?s=312x&ce=0,http://pix1.agoda.net/hotelimages/461705/0/6de5d035941aae825b1d50d03894d67a.jpg?s=312x&ca=7&ce=1,http://pix5.agoda.net/hotelimages/461705/-1/cf9f5d1d46a42c62f98ff9aa7874db6a.jpg?s=312x&ce=0,http://pix5.agoda.net/hotelimages/461705/-1/10c959ef06d40b6ccc21da13fee2d862.jpg?s=312x&ce=0,,
1075,,Amanyangyun,Shanghai,China,18517126,"Amanyangyun, Shanghai, China",Amanyangyun,Shanghai,China,,,,,,,
1076,,Banyan Tree Shanghai On The Bund,Shanghai,China,393768,"Banyan Tree Shanghai On The Bund, Shanghai, China",Banyan Tree Shanghai On The Bund,Shanghai,China,http://pix3.agoda.net/hotelimages/393768/0/d77f858f56adc1f60003198225c69439.jpg?s=312x&ce=3,http://pix1.agoda.net/hotelimages/393768/966663209/a7660c32f172e1c8970504cb591dd95c.jpg?s=312x&ce=0,http://pix3.agoda.net/hotelimages/393/393768/393768_16062508010044086945.jpg?s=312x&ca=6&ce=1,http://pix5.agoda.net/hotelimages/393/393768/393768_16062508010044086946.jpg?s=312x&ca=6&ce=1,http://pix1.agoda.net/hotelimages/393/393768/393768_16062508010044086947.jpg?s=312x&ca=6&ce=1,,
1077,,Bulgari Hotel Beijing,Beijing,China,,,,,,,,,,,,
1078,,Bulgari Hotel Shanghai,Shanghai,China,,,,,,,,,,,,
1079,,Four Seasons Hotel Beijing,Beijing,China,399079,"Four Seasons Hotel Beijing, Beijing, China",Four Seasons Hotel Beijing,Beijing,China,http://pix3.agoda.net/hotelimages/399079/-1/5e8c0ce9737c6f6d0b8657606c0f3a57.jpg?s=312x&ce=0,http://pix1.agoda.net/hotelimages/399079/-1/fd71063e860be78fe6a49fc607277c56.jpg?s=312x&ca=13&ce=1,http://pix5.agoda.net/hotelimages/399/399079/399079_14063018080020094345.jpg?s=312x&ca=2&ce=1,http://pix2.agoda.net/hotelimages/399/399079/399079_16062409300044045057.jpg?s=312x&ca=6&ce=1,http://pix2.agoda.net/hotelimages/399/399079/399079_16062409300044045061.jpg?s=312x&ca=6&ce=1,,
1080,,Four Seasons Hotel Shanghai at Pudong,Shanghai,China,,,,,,,,,,,,
1081,,"LUX* Chongzuo, Guangxi",Chongzuo,China,,,,,,,,,,,,
1082,,Mandarin Oriental Hong Kong,Hong Kong,China,3849632,"Mandarin Oriental, Hong Kong, Hong Kong, Hong Kong SAR, China","Mandarin Oriental, Hong Kong",Hong Kong,"Hong Kong SAR, China",http://pix1.agoda.net/hotelimages/3849632/-1/09d6a5ddbe320fda7234138d361f3cb3.jpg?s=312x&ca=18&ce=1,http://pix4.agoda.net/hotelimages/4879710/1153974123/0b1c4af08289a756a0081313f8c0dc6d.jpeg?s=312x&ce=3,http://pix3.agoda.net/hotelimages/3849632/-1/0e0905020adcf3dd3d52259ef940859b.jpg?s=312x&ca=18&ce=1,http://pix4.agoda.net/hotelimages/3849632/-1/7a2871cec83b1a8f0e35055354d3d942.jpg?s=312x&ca=18&ce=1,http://pix2.agoda.net/hotelimages/4879710/0/c4465013a039a320cb52e34d1d9cee17.jpeg?s=312x&ce=3,,
